id,title,source,score,bucket,url,apply_url,provider_url
bc8e06aa-3405-4189-8173-2aa37c5c9887,Nursing Scholarship,bigfuture,100,ready_to_apply,https://bigfuture.collegeboard.org/scholarships/nursing-scholarship-university-of-west-florida,https://uwf.academicworks.com/opportunities,https://uwf.edu/offices/financial-aid/types-of-aid/scholarships/
d88496fb-1c55-48cc-8d9d-1429527e1908,Bank of America Dream Makers Scholarship,bigfuture,100,ready_to_apply,https://bigfuture.collegeboard.org/scholarships/bank-of-america-dream-makers-scholarship-pensacola-state-college,https://pensacolastate.scholarships.ngwebsolutions.com/Scholarships/Search,https://financialaid.pensacolastate.edu/scholarships/
eef99602-23b8-4033-b58b-d3946fa9dcf1,Kids' Chance of Maine Scholarship,bigfuture,100,ready_to_apply,https://bigfuture.collegeboard.org/scholarships/kids-chance-of-maine-scholarship,https://kidschanceme.org/scholarships/,https://kidschanceme.org/scholarships/
f448f019-0973-423b-9c67-6779272a3f2d,MWCC Veteran’s Memorial Scholarship,bigfuture,100,ready_to_apply,https://bigfuture.collegeboard.org/scholarships/mwcc-veterans-memorial-scholarship,https://mwcc.edu/giving/annual-awards/,https://mwcc.edu/giving/annual-awards/
006658eb-b8a5-40e4-994e-176eb4f3438f,Doctoral Alumni Scholarship,bigfuture,100,ready_to_apply,https://bigfuture.collegeboard.org/scholarships/doctoral-alumni-scholarship,https://www.nova.edu/sbin/report/scholarships/schlr-srch-params.cgi?category=Institutional&level=Graduate#search-results,https://www.nova.edu/financialaid/scholarships/index.html
06323499-6be9-4f9e-99cb-e0d0f9592839,Charles Kunz Memorial Undergraduate Scholarship,bigfuture,100,ready_to_apply,https://bigfuture.collegeboard.org/scholarships/charles-kunz-memorial-undergraduate-scholarship,https://www.ena.org/education/grants-scholarships,https://www.ena.org/education/grants-scholarships
1f27fb6c-79fe-4fbf-9d2d-39cc1b4af865,Sealaska Heritage Institute Scholarship,bigfuture,100,ready_to_apply,https://bigfuture.collegeboard.org/scholarships/sealaska-heritage-institute-scholarship,https://mysealaska.com/Services/Scholarship,https://scholarship.sealaskaheritage.org/Account/LogOn
2bc99ee6-d135-4670-8e59-15a9af10fc4d,Dick Smith College of Liberal & Fine Arts Graduate Scholarship,bigfuture,100,ready_to_apply,https://bigfuture.collegeboard.org/scholarships/dick-smith-college-of-liberal--fine-arts-graduate-scholarship,https://tarleton.scholarships.ngwebsolutions.com/Scholarships/Search,https://www.tarleton.edu/scholarships/
2c0111e2-304a-476c-8917-670540bdf1bc,Class of 1954 Scholarship,bigfuture,100,ready_to_apply,https://bigfuture.collegeboard.org/scholarships/class-of-1954-scholarship-university-of-massachusetts-amherst,https://umass.academicworks.com/opportunities,https://www.umass.edu/financialaid/undergraduate/undergraduate-scholarships
2c0e4bf7-00a8-4821-8db7-d23ab1a6f1bb,Roy Spence Endowed Scholarship,bigfuture,100,ready_to_apply,https://bigfuture.collegeboard.org/scholarships/roy-spence-endowed-scholarship,https://austincc.academicworks.com/opportunities/9895,https://students.austincc.edu/scholarships/
2c248641-bddb-4275-aa9f-f5f390b3c193,The Brandon Paul Memorial Foundation Scholarship,bigfuture,100,ready_to_apply,https://bigfuture.collegeboard.org/scholarships/the-brandon-paul-memorial-foundation-scholarship,https://www.citruscollegecoalition.org/local-scholarships,https://www.citruscollegecoalition.org/local-scholarships
34b12089-4d71-4dd6-abd4-a868da929629,CalFlowers Scholarship,bigfuture,100,ready_to_apply,https://bigfuture.collegeboard.org/scholarships/calflowers-scholarship,https://www.endowment.org/scholarships,https://endowment.org/scholarships/
362de1a9-83c2-4b4e-984d-5fc07c383be2,Oklahoma Cattlemen's Scholarship,bigfuture,100,ready_to_apply,https://bigfuture.collegeboard.org/scholarships/oklahoma-cattlemens-scholarship,https://www.okcattlemen.org/scholarship-opportunities-menu2,https://www.okcattlemen.org/index.php?option=com_content&view=article&id=73:scholarship-opportunities&catid=20:site-content&Itemid=163
39183f8a-a892-4c7a-8ea2-595890f58900,John Gloucester Memorial Presbyterian Church Scholarship,bigfuture,100,ready_to_apply,https://bigfuture.collegeboard.org/scholarships/john-gloucester-memorial-presbyterian-church-scholarship,https://www.presbyteryofboston.org/Resources/Grants,https://www.presbyteryofboston.org
4ce4f005-7ca9-4245-a823-7a6dc2f7e3b6,Alumni Scholarship,bigfuture,100,ready_to_apply,https://bigfuture.collegeboard.org/scholarships/alumni-scholarship-san-jacinto-college,https://sjcd.academicworks.com/opportunities/20307,https://www.sanjac.edu/admissions/paying-for-college/grants-scholarships/scholarships/
a4658a70-5ed2-46c7-9f33-3dd20fd0dcb1,MWCC Alumni Association Continuing Student Scholarship,bigfuture,100,ready_to_apply,https://bigfuture.collegeboard.org/scholarships/mwcc-alumni-association-continuing-student-scholarship,https://mwcc.edu/giving/annual-awards/,https://mwcc.edu/giving/annual-awards/
d212d96e-2881-499c-b92d-a50465931692,Higher Education Scholarship,bigfuture,100,ready_to_apply,https://bigfuture.collegeboard.org/scholarships/higher-education-scholarship-maniilaq-association,https://www.maniilaq.org/tribal/,https://www.maniilaq.org/tribal/
d2b9d192-6631-4f51-b85e-580fbeefaecc,Pay It Forward Scholarship,bigfuture,100,ready_to_apply,https://bigfuture.collegeboard.org/scholarships/pay-it-forward-scholarship-alamo-colleges-foundation,https://alamo.academicworks.com/opportunities/3773,https://www.alamo.edu/foundation/scholarships/
d4db3d2e-61bb-4f1f-956c-81ee53f4c608,Rural Health Scholarship,bigfuture,100,ready_to_apply,https://bigfuture.collegeboard.org/scholarships/rural-health-scholarship,https://indstate.academicworks.com/opportunities/112777,https://indianastate.edu/costs-aid/scholarships
edb6136f-71f1-42c9-90b3-e81f272df206,Michael Greenwood Business Scholarship,bigfuture,100,ready_to_apply,https://bigfuture.collegeboard.org/scholarships/michael-greenwood-business-scholarship,https://mwcc.edu/giving/annual-awards/,https://mwcc.edu/giving/annual-awards/
