canonical_path,state_slug,topic_slug,degree_segment,active_grants_count
district-of-columbia/phd/nursing,district-of-columbia,nursing,phd,0
district-of-columbia/community-college/nursing,district-of-columbia,nursing,community-college,0
district-of-columbia/trade-school/nursing,district-of-columbia,nursing,trade-school,0
district-of-columbia/graduate/arts,district-of-columbia,arts,graduate,0
district-of-columbia/graduate/arts,district-of-columbia,arts,mba,0
district-of-columbia/phd/arts,district-of-columbia,arts,phd,0
district-of-columbia/community-college/arts,district-of-columbia,arts,community-college,0
district-of-columbia/trade-school/arts,district-of-columbia,arts,trade-school,0
florida/community-college/engineering,florida,engineering,community-college,0
florida/trade-school/engineering,florida,engineering,trade-school,0
florida/high-school/computer-science,florida,computer-science,high-school,0
florida/community-college/computer-science,florida,computer-science,community-college,0
florida/trade-school/computer-science,florida,computer-science,trade-school,0
florida/high-school-senior/computer-science,florida,computer-science,high-school-senior,0
florida/community-college/nursing,florida,nursing,community-college,0
florida/trade-school/nursing,florida,nursing,trade-school,0
florida/community-college/arts,florida,arts,community-college,0
florida/trade-school/arts,florida,arts,trade-school,0
georgia/phd/engineering,georgia,engineering,phd,0
georgia/community-college/engineering,georgia,engineering,community-college,0
georgia/trade-school/engineering,georgia,engineering,trade-school,0
georgia/undergraduate/computer-science,georgia,computer-science,undergraduate,0
georgia/graduate/computer-science,georgia,computer-science,graduate,0
georgia/high-school/computer-science,georgia,computer-science,high-school,0
georgia/graduate/computer-science,georgia,computer-science,mba,0
georgia/phd/computer-science,georgia,computer-science,phd,0
georgia/community-college/computer-science,georgia,computer-science,community-college,0
georgia/trade-school/computer-science,georgia,computer-science,trade-school,0
georgia/high-school-senior/computer-science,georgia,computer-science,high-school-senior,0
georgia/phd/nursing,georgia,nursing,phd,0
georgia/community-college/nursing,georgia,nursing,community-college,0
georgia/trade-school/nursing,georgia,nursing,trade-school,0
georgia/phd/arts,georgia,arts,phd,0
georgia/community-college/arts,georgia,arts,community-college,0
georgia/trade-school/arts,georgia,arts,trade-school,0
hawaii/graduate/engineering,hawaii,engineering,graduate,0
hawaii/graduate/engineering,hawaii,engineering,mba,0
hawaii/community-college/engineering,hawaii,engineering,community-college,0
hawaii/trade-school/engineering,hawaii,engineering,trade-school,0
hawaii/graduate/computer-science,hawaii,computer-science,graduate,0
hawaii/graduate/computer-science,hawaii,computer-science,mba,0
hawaii/community-college/computer-science,hawaii,computer-science,community-college,0
hawaii/trade-school/computer-science,hawaii,computer-science,trade-school,0
hawaii/community-college/nursing,hawaii,nursing,community-college,0
hawaii/trade-school/nursing,hawaii,nursing,trade-school,0
hawaii/community-college/arts,hawaii,arts,community-college,0
hawaii/trade-school/arts,hawaii,arts,trade-school,0
idaho/phd/engineering,idaho,engineering,phd,0
idaho/community-college/engineering,idaho,engineering,community-college,0
idaho/trade-school/engineering,idaho,engineering,trade-school,0
idaho/undergraduate/computer-science,idaho,computer-science,undergraduate,0
idaho/graduate/computer-science,idaho,computer-science,graduate,0
idaho/high-school/computer-science,idaho,computer-science,high-school,0
idaho/graduate/computer-science,idaho,computer-science,mba,0
idaho/phd/computer-science,idaho,computer-science,phd,0
idaho/community-college/computer-science,idaho,computer-science,community-college,0
idaho/trade-school/computer-science,idaho,computer-science,trade-school,0
idaho/high-school-senior/computer-science,idaho,computer-science,high-school-senior,0
idaho/community-college/nursing,idaho,nursing,community-college,0
idaho/trade-school/nursing,idaho,nursing,trade-school,0
idaho/community-college/arts,idaho,arts,community-college,0
idaho/trade-school/arts,idaho,arts,trade-school,0
illinois/phd/engineering,illinois,engineering,phd,0
illinois/community-college/engineering,illinois,engineering,community-college,0
illinois/trade-school/engineering,illinois,engineering,trade-school,0
illinois/phd/computer-science,illinois,computer-science,phd,0
illinois/community-college/computer-science,illinois,computer-science,community-college,0
illinois/trade-school/computer-science,illinois,computer-science,trade-school,0
illinois/high-school-senior/computer-science,illinois,computer-science,high-school-senior,0
illinois/phd/nursing,illinois,nursing,phd,0
illinois/community-college/nursing,illinois,nursing,community-college,0
illinois/trade-school/nursing,illinois,nursing,trade-school,0
illinois/phd/arts,illinois,arts,phd,0
illinois/community-college/arts,illinois,arts,community-college,0
illinois/trade-school/arts,illinois,arts,trade-school,0
indiana/phd/engineering,indiana,engineering,phd,0
indiana/community-college/engineering,indiana,engineering,community-college,0
indiana/trade-school/engineering,indiana,engineering,trade-school,0
indiana/undergraduate/computer-science,indiana,computer-science,undergraduate,0
indiana/graduate/computer-science,indiana,computer-science,graduate,0
indiana/high-school/computer-science,indiana,computer-science,high-school,0
indiana/graduate/computer-science,indiana,computer-science,mba,0
indiana/phd/computer-science,indiana,computer-science,phd,0
indiana/community-college/computer-science,indiana,computer-science,community-college,0
indiana/trade-school/computer-science,indiana,computer-science,trade-school,0
indiana/high-school-senior/computer-science,indiana,computer-science,high-school-senior,0
indiana/community-college/nursing,indiana,nursing,community-college,0
indiana/trade-school/nursing,indiana,nursing,trade-school,0
indiana/community-college/arts,indiana,arts,community-college,0
indiana/trade-school/arts,indiana,arts,trade-school,0
iowa/undergraduate/engineering,iowa,engineering,undergraduate,0
iowa/graduate/engineering,iowa,engineering,graduate,0
iowa/high-school/engineering,iowa,engineering,high-school,0
iowa/graduate/engineering,iowa,engineering,mba,0
iowa/phd/engineering,iowa,engineering,phd,0
iowa/community-college/engineering,iowa,engineering,community-college,0
iowa/trade-school/engineering,iowa,engineering,trade-school,0
iowa/high-school-senior/engineering,iowa,engineering,high-school-senior,0
iowa/undergraduate/computer-science,iowa,computer-science,undergraduate,0
iowa/graduate/computer-science,iowa,computer-science,graduate,0
iowa/high-school/computer-science,iowa,computer-science,high-school,0
iowa/graduate/computer-science,iowa,computer-science,mba,0
iowa/phd/computer-science,iowa,computer-science,phd,0
iowa/community-college/computer-science,iowa,computer-science,community-college,0
iowa/trade-school/computer-science,iowa,computer-science,trade-school,0
iowa/high-school-senior/computer-science,iowa,computer-science,high-school-senior,0
iowa/phd/nursing,iowa,nursing,phd,0
iowa/community-college/nursing,iowa,nursing,community-college,0
iowa/trade-school/nursing,iowa,nursing,trade-school,0
iowa/phd/arts,iowa,arts,phd,0
iowa/community-college/arts,iowa,arts,community-college,0
iowa/trade-school/arts,iowa,arts,trade-school,0
kansas/graduate/engineering,kansas,engineering,graduate,0
kansas/high-school/engineering,kansas,engineering,high-school,0
kansas/graduate/engineering,kansas,engineering,mba,0
kansas/phd/engineering,kansas,engineering,phd,0
kansas/community-college/engineering,kansas,engineering,community-college,0
kansas/trade-school/engineering,kansas,engineering,trade-school,0
kansas/high-school-senior/engineering,kansas,engineering,high-school-senior,0
kansas/undergraduate/computer-science,kansas,computer-science,undergraduate,0
kansas/graduate/computer-science,kansas,computer-science,graduate,0
kansas/high-school/computer-science,kansas,computer-science,high-school,0
kansas/graduate/computer-science,kansas,computer-science,mba,0
kansas/phd/computer-science,kansas,computer-science,phd,0
kansas/community-college/computer-science,kansas,computer-science,community-college,0
kansas/trade-school/computer-science,kansas,computer-science,trade-school,0
kansas/high-school-senior/computer-science,kansas,computer-science,high-school-senior,0
kansas/phd/nursing,kansas,nursing,phd,0
kansas/community-college/nursing,kansas,nursing,community-college,0
kansas/trade-school/nursing,kansas,nursing,trade-school,0
kansas/phd/arts,kansas,arts,phd,0
kansas/community-college/arts,kansas,arts,community-college,0
kansas/trade-school/arts,kansas,arts,trade-school,0
kentucky/phd/engineering,kentucky,engineering,phd,0
kentucky/community-college/engineering,kentucky,engineering,community-college,0
kentucky/trade-school/engineering,kentucky,engineering,trade-school,0
kentucky/undergraduate/computer-science,kentucky,computer-science,undergraduate,0
kentucky/graduate/computer-science,kentucky,computer-science,graduate,0
kentucky/high-school/computer-science,kentucky,computer-science,high-school,0
kentucky/graduate/computer-science,kentucky,computer-science,mba,0
kentucky/phd/computer-science,kentucky,computer-science,phd,0
kentucky/community-college/computer-science,kentucky,computer-science,community-college,0
kentucky/trade-school/computer-science,kentucky,computer-science,trade-school,0
kentucky/high-school-senior/computer-science,kentucky,computer-science,high-school-senior,0
kentucky/community-college/nursing,kentucky,nursing,community-college,0
kentucky/trade-school/nursing,kentucky,nursing,trade-school,0
kentucky/community-college/arts,kentucky,arts,community-college,0
kentucky/trade-school/arts,kentucky,arts,trade-school,0
louisiana/high-school/engineering,louisiana,engineering,high-school,0
louisiana/phd/engineering,louisiana,engineering,phd,0
louisiana/community-college/engineering,louisiana,engineering,community-college,0
louisiana/trade-school/engineering,louisiana,engineering,trade-school,0
louisiana/high-school-senior/engineering,louisiana,engineering,high-school-senior,0
louisiana/undergraduate/computer-science,louisiana,computer-science,undergraduate,0
louisiana/graduate/computer-science,louisiana,computer-science,graduate,0
louisiana/high-school/computer-science,louisiana,computer-science,high-school,0
louisiana/graduate/computer-science,louisiana,computer-science,mba,0
louisiana/phd/computer-science,louisiana,computer-science,phd,0
louisiana/community-college/computer-science,louisiana,computer-science,community-college,0
louisiana/trade-school/computer-science,louisiana,computer-science,trade-school,0
louisiana/high-school-senior/computer-science,louisiana,computer-science,high-school-senior,0
louisiana/phd/nursing,louisiana,nursing,phd,0
louisiana/community-college/nursing,louisiana,nursing,community-college,0
louisiana/trade-school/nursing,louisiana,nursing,trade-school,0
louisiana/phd/arts,louisiana,arts,phd,0
louisiana/community-college/arts,louisiana,arts,community-college,0
louisiana/trade-school/arts,louisiana,arts,trade-school,0
maine/phd/engineering,maine,engineering,phd,0
maine/community-college/engineering,maine,engineering,community-college,0
maine/trade-school/engineering,maine,engineering,trade-school,0
maine/undergraduate/computer-science,maine,computer-science,undergraduate,0
maine/graduate/computer-science,maine,computer-science,graduate,0
maine/graduate/computer-science,maine,computer-science,mba,0
maine/phd/computer-science,maine,computer-science,phd,0
maine/community-college/computer-science,maine,computer-science,community-college,0
maine/trade-school/computer-science,maine,computer-science,trade-school,0
maine/phd/nursing,maine,nursing,phd,0
maine/community-college/nursing,maine,nursing,community-college,0
maine/trade-school/nursing,maine,nursing,trade-school,0
maine/phd/arts,maine,arts,phd,0
maine/community-college/arts,maine,arts,community-college,0
maine/trade-school/arts,maine,arts,trade-school,0
maryland/phd/engineering,maryland,engineering,phd,0
maryland/community-college/engineering,maryland,engineering,community-college,0
maryland/trade-school/engineering,maryland,engineering,trade-school,0
maryland/undergraduate/computer-science,maryland,computer-science,undergraduate,0
maryland/graduate/computer-science,maryland,computer-science,graduate,0
maryland/high-school/computer-science,maryland,computer-science,high-school,0
maryland/graduate/computer-science,maryland,computer-science,mba,0
maryland/phd/computer-science,maryland,computer-science,phd,0
maryland/community-college/computer-science,maryland,computer-science,community-college,0
maryland/trade-school/computer-science,maryland,computer-science,trade-school,0
maryland/high-school-senior/computer-science,maryland,computer-science,high-school-senior,0
maryland/community-college/nursing,maryland,nursing,community-college,0
maryland/trade-school/nursing,maryland,nursing,trade-school,0
maryland/community-college/arts,maryland,arts,community-college,0
maryland/trade-school/arts,maryland,arts,trade-school,0
massachusetts/phd/engineering,massachusetts,engineering,phd,0
massachusetts/community-college/engineering,massachusetts,engineering,community-college,0
massachusetts/trade-school/engineering,massachusetts,engineering,trade-school,0
massachusetts/phd/computer-science,massachusetts,computer-science,phd,0
massachusetts/community-college/computer-science,massachusetts,computer-science,community-college,0
massachusetts/trade-school/computer-science,massachusetts,computer-science,trade-school,0
massachusetts/community-college/nursing,massachusetts,nursing,community-college,0
massachusetts/trade-school/nursing,massachusetts,nursing,trade-school,0
massachusetts/community-college/arts,massachusetts,arts,community-college,0
massachusetts/trade-school/arts,massachusetts,arts,trade-school,0
michigan/high-school/engineering,michigan,engineering,high-school,0
michigan/phd/engineering,michigan,engineering,phd,0
michigan/community-college/engineering,michigan,engineering,community-college,0
michigan/trade-school/engineering,michigan,engineering,trade-school,0
michigan/high-school-senior/engineering,michigan,engineering,high-school-senior,0
michigan/undergraduate/computer-science,michigan,computer-science,undergraduate,0
michigan/graduate/computer-science,michigan,computer-science,graduate,0
michigan/high-school/computer-science,michigan,computer-science,high-school,0
michigan/graduate/computer-science,michigan,computer-science,mba,0
michigan/phd/computer-science,michigan,computer-science,phd,0
michigan/community-college/computer-science,michigan,computer-science,community-college,0
michigan/trade-school/computer-science,michigan,computer-science,trade-school,0
michigan/high-school-senior/computer-science,michigan,computer-science,high-school-senior,0
michigan/community-college/nursing,michigan,nursing,community-college,0
michigan/trade-school/nursing,michigan,nursing,trade-school,0
michigan/community-college/arts,michigan,arts,community-college,0
michigan/trade-school/arts,michigan,arts,trade-school,0
minnesota/graduate/engineering,minnesota,engineering,graduate,0
minnesota/high-school/engineering,minnesota,engineering,high-school,0
minnesota/graduate/engineering,minnesota,engineering,mba,0
minnesota/phd/engineering,minnesota,engineering,phd,0
minnesota/community-college/engineering,minnesota,engineering,community-college,0
minnesota/trade-school/engineering,minnesota,engineering,trade-school,0
minnesota/high-school-senior/engineering,minnesota,engineering,high-school-senior,0
minnesota/undergraduate/computer-science,minnesota,computer-science,undergraduate,0
minnesota/graduate/computer-science,minnesota,computer-science,graduate,0
minnesota/high-school/computer-science,minnesota,computer-science,high-school,0
minnesota/graduate/computer-science,minnesota,computer-science,mba,0
minnesota/phd/computer-science,minnesota,computer-science,phd,0
minnesota/community-college/computer-science,minnesota,computer-science,community-college,0
minnesota/trade-school/computer-science,minnesota,computer-science,trade-school,0
minnesota/high-school-senior/computer-science,minnesota,computer-science,high-school-senior,0
minnesota/community-college/nursing,minnesota,nursing,community-college,0
minnesota/trade-school/nursing,minnesota,nursing,trade-school,0
minnesota/community-college/arts,minnesota,arts,community-college,0
minnesota/trade-school/arts,minnesota,arts,trade-school,0
mississippi/phd/engineering,mississippi,engineering,phd,0
mississippi/community-college/engineering,mississippi,engineering,community-college,0
mississippi/trade-school/engineering,mississippi,engineering,trade-school,0
mississippi/undergraduate/computer-science,mississippi,computer-science,undergraduate,0
mississippi/graduate/computer-science,mississippi,computer-science,graduate,0
mississippi/high-school/computer-science,mississippi,computer-science,high-school,0
mississippi/graduate/computer-science,mississippi,computer-science,mba,0
mississippi/phd/computer-science,mississippi,computer-science,phd,0
mississippi/community-college/computer-science,mississippi,computer-science,community-college,0
mississippi/trade-school/computer-science,mississippi,computer-science,trade-school,0
mississippi/high-school-senior/computer-science,mississippi,computer-science,high-school-senior,0
mississippi/phd/nursing,mississippi,nursing,phd,0
mississippi/community-college/nursing,mississippi,nursing,community-college,0
mississippi/trade-school/nursing,mississippi,nursing,trade-school,0
mississippi/phd/arts,mississippi,arts,phd,0
mississippi/community-college/arts,mississippi,arts,community-college,0
mississippi/trade-school/arts,mississippi,arts,trade-school,0
missouri/phd/engineering,missouri,engineering,phd,0
missouri/community-college/engineering,missouri,engineering,community-college,0
missouri/trade-school/engineering,missouri,engineering,trade-school,0
missouri/undergraduate/computer-science,missouri,computer-science,undergraduate,0
missouri/graduate/computer-science,missouri,computer-science,graduate,0
missouri/high-school/computer-science,missouri,computer-science,high-school,0
missouri/graduate/computer-science,missouri,computer-science,mba,0
missouri/phd/computer-science,missouri,computer-science,phd,0
missouri/community-college/computer-science,missouri,computer-science,community-college,0
missouri/trade-school/computer-science,missouri,computer-science,trade-school,0
missouri/high-school-senior/computer-science,missouri,computer-science,high-school-senior,0
missouri/phd/nursing,missouri,nursing,phd,0
missouri/community-college/nursing,missouri,nursing,community-college,0
missouri/trade-school/nursing,missouri,nursing,trade-school,0
missouri/phd/arts,missouri,arts,phd,0
missouri/community-college/arts,missouri,arts,community-college,0
missouri/trade-school/arts,missouri,arts,trade-school,0
montana/phd/engineering,montana,engineering,phd,0
montana/community-college/engineering,montana,engineering,community-college,0
montana/trade-school/engineering,montana,engineering,trade-school,0
montana/undergraduate/computer-science,montana,computer-science,undergraduate,0
montana/graduate/computer-science,montana,computer-science,graduate,0
montana/high-school/computer-science,montana,computer-science,high-school,0
montana/graduate/computer-science,montana,computer-science,mba,0
montana/phd/computer-science,montana,computer-science,phd,0
montana/community-college/computer-science,montana,computer-science,community-college,0
montana/trade-school/computer-science,montana,computer-science,trade-school,0
montana/high-school-senior/computer-science,montana,computer-science,high-school-senior,0
montana/community-college/nursing,montana,nursing,community-college,0
montana/trade-school/nursing,montana,nursing,trade-school,0
montana/community-college/arts,montana,arts,community-college,0
montana/trade-school/arts,montana,arts,trade-school,0
nebraska/undergraduate/engineering,nebraska,engineering,undergraduate,0
nebraska/graduate/engineering,nebraska,engineering,graduate,0
nebraska/high-school/engineering,nebraska,engineering,high-school,0
nebraska/graduate/engineering,nebraska,engineering,mba,0
nebraska/phd/engineering,nebraska,engineering,phd,0
nebraska/community-college/engineering,nebraska,engineering,community-college,0
nebraska/trade-school/engineering,nebraska,engineering,trade-school,0
nebraska/high-school-senior/engineering,nebraska,engineering,high-school-senior,0
nebraska/undergraduate/computer-science,nebraska,computer-science,undergraduate,0
nebraska/graduate/computer-science,nebraska,computer-science,graduate,0
nebraska/high-school/computer-science,nebraska,computer-science,high-school,0
nebraska/graduate/computer-science,nebraska,computer-science,mba,0
nebraska/phd/computer-science,nebraska,computer-science,phd,0
nebraska/community-college/computer-science,nebraska,computer-science,community-college,0
nebraska/trade-school/computer-science,nebraska,computer-science,trade-school,0
nebraska/high-school-senior/computer-science,nebraska,computer-science,high-school-senior,0
nebraska/phd/nursing,nebraska,nursing,phd,0
nebraska/community-college/nursing,nebraska,nursing,community-college,0
nebraska/trade-school/nursing,nebraska,nursing,trade-school,0
nebraska/phd/arts,nebraska,arts,phd,0
nebraska/community-college/arts,nebraska,arts,community-college,0
nebraska/trade-school/arts,nebraska,arts,trade-school,0
nevada/phd/engineering,nevada,engineering,phd,0
nevada/community-college/engineering,nevada,engineering,community-college,0
nevada/trade-school/engineering,nevada,engineering,trade-school,0
nevada/undergraduate/computer-science,nevada,computer-science,undergraduate,0
nevada/graduate/computer-science,nevada,computer-science,graduate,0
nevada/high-school/computer-science,nevada,computer-science,high-school,0
nevada/graduate/computer-science,nevada,computer-science,mba,0
nevada/phd/computer-science,nevada,computer-science,phd,0
nevada/community-college/computer-science,nevada,computer-science,community-college,0
nevada/trade-school/computer-science,nevada,computer-science,trade-school,0
nevada/high-school-senior/computer-science,nevada,computer-science,high-school-senior,0
nevada/community-college/nursing,nevada,nursing,community-college,0
nevada/trade-school/nursing,nevada,nursing,trade-school,0
nevada/community-college/arts,nevada,arts,community-college,0
nevada/trade-school/arts,nevada,arts,trade-school,0
new-hampshire/phd/engineering,new-hampshire,engineering,phd,0
new-hampshire/community-college/engineering,new-hampshire,engineering,community-college,0
new-hampshire/trade-school/engineering,new-hampshire,engineering,trade-school,0
new-hampshire/undergraduate/computer-science,new-hampshire,computer-science,undergraduate,0
new-hampshire/graduate/computer-science,new-hampshire,computer-science,graduate,0
new-hampshire/high-school/computer-science,new-hampshire,computer-science,high-school,0
new-hampshire/graduate/computer-science,new-hampshire,computer-science,mba,0
new-hampshire/phd/computer-science,new-hampshire,computer-science,phd,0
new-hampshire/community-college/computer-science,new-hampshire,computer-science,community-college,0
new-hampshire/trade-school/computer-science,new-hampshire,computer-science,trade-school,0
new-hampshire/high-school-senior/computer-science,new-hampshire,computer-science,high-school-senior,0
new-hampshire/phd/nursing,new-hampshire,nursing,phd,0
new-hampshire/community-college/nursing,new-hampshire,nursing,community-college,0
new-hampshire/trade-school/nursing,new-hampshire,nursing,trade-school,0
new-hampshire/phd/arts,new-hampshire,arts,phd,0
new-hampshire/community-college/arts,new-hampshire,arts,community-college,0
new-hampshire/trade-school/arts,new-hampshire,arts,trade-school,0
new-jersey/high-school/engineering,new-jersey,engineering,high-school,0
new-jersey/phd/engineering,new-jersey,engineering,phd,0
new-jersey/community-college/engineering,new-jersey,engineering,community-college,0
new-jersey/trade-school/engineering,new-jersey,engineering,trade-school,0
new-jersey/high-school-senior/engineering,new-jersey,engineering,high-school-senior,0
new-jersey/undergraduate/computer-science,new-jersey,computer-science,undergraduate,0
new-jersey/graduate/computer-science,new-jersey,computer-science,graduate,0
new-jersey/high-school/computer-science,new-jersey,computer-science,high-school,0
new-jersey/graduate/computer-science,new-jersey,computer-science,mba,0
new-jersey/phd/computer-science,new-jersey,computer-science,phd,0
new-jersey/community-college/computer-science,new-jersey,computer-science,community-college,0
new-jersey/trade-school/computer-science,new-jersey,computer-science,trade-school,0
new-jersey/high-school-senior/computer-science,new-jersey,computer-science,high-school-senior,0
new-jersey/phd/nursing,new-jersey,nursing,phd,0
new-jersey/community-college/nursing,new-jersey,nursing,community-college,0
new-jersey/trade-school/nursing,new-jersey,nursing,trade-school,0
new-jersey/phd/arts,new-jersey,arts,phd,0
new-jersey/community-college/arts,new-jersey,arts,community-college,0
new-jersey/trade-school/arts,new-jersey,arts,trade-school,0
new-mexico/community-college/engineering,new-mexico,engineering,community-college,0
new-mexico/trade-school/engineering,new-mexico,engineering,trade-school,0
new-mexico/undergraduate/computer-science,new-mexico,computer-science,undergraduate,0
new-mexico/graduate/computer-science,new-mexico,computer-science,graduate,0
new-mexico/high-school/computer-science,new-mexico,computer-science,high-school,0
new-mexico/graduate/computer-science,new-mexico,computer-science,mba,0
new-mexico/phd/computer-science,new-mexico,computer-science,phd,0
new-mexico/community-college/computer-science,new-mexico,computer-science,community-college,0
new-mexico/trade-school/computer-science,new-mexico,computer-science,trade-school,0
new-mexico/high-school-senior/computer-science,new-mexico,computer-science,high-school-senior,0
new-mexico/community-college/nursing,new-mexico,nursing,community-college,0
new-mexico/trade-school/nursing,new-mexico,nursing,trade-school,0
new-mexico/community-college/arts,new-mexico,arts,community-college,0
new-mexico/trade-school/arts,new-mexico,arts,trade-school,0
new-york/phd/engineering,new-york,engineering,phd,0
new-york/community-college/engineering,new-york,engineering,community-college,0
new-york/trade-school/engineering,new-york,engineering,trade-school,0
new-york/undergraduate/computer-science,new-york,computer-science,undergraduate,0
new-york/graduate/computer-science,new-york,computer-science,graduate,0
new-york/high-school/computer-science,new-york,computer-science,high-school,0
new-york/graduate/computer-science,new-york,computer-science,mba,0
new-york/phd/computer-science,new-york,computer-science,phd,0
new-york/community-college/computer-science,new-york,computer-science,community-college,0
new-york/trade-school/computer-science,new-york,computer-science,trade-school,0
new-york/high-school-senior/computer-science,new-york,computer-science,high-school-senior,0
new-york/phd/nursing,new-york,nursing,phd,0
new-york/community-college/nursing,new-york,nursing,community-college,0
new-york/trade-school/nursing,new-york,nursing,trade-school,0
new-york/phd/arts,new-york,arts,phd,0
new-york/community-college/arts,new-york,arts,community-college,0
new-york/trade-school/arts,new-york,arts,trade-school,0
north-carolina/phd/engineering,north-carolina,engineering,phd,0
north-carolina/community-college/engineering,north-carolina,engineering,community-college,0
north-carolina/trade-school/engineering,north-carolina,engineering,trade-school,0
north-carolina/undergraduate/computer-science,north-carolina,computer-science,undergraduate,0
north-carolina/graduate/computer-science,north-carolina,computer-science,graduate,0
north-carolina/high-school/computer-science,north-carolina,computer-science,high-school,0
north-carolina/graduate/computer-science,north-carolina,computer-science,mba,0
north-carolina/phd/computer-science,north-carolina,computer-science,phd,0
north-carolina/community-college/computer-science,north-carolina,computer-science,community-college,0
north-carolina/trade-school/computer-science,north-carolina,computer-science,trade-school,0
north-carolina/high-school-senior/computer-science,north-carolina,computer-science,high-school-senior,0
north-carolina/community-college/nursing,north-carolina,nursing,community-college,0
north-carolina/trade-school/nursing,north-carolina,nursing,trade-school,0
north-carolina/community-college/arts,north-carolina,arts,community-college,0
north-carolina/trade-school/arts,north-carolina,arts,trade-school,0
north-dakota/undergraduate/engineering,north-dakota,engineering,undergraduate,0
north-dakota/graduate/engineering,north-dakota,engineering,graduate,0
north-dakota/high-school/engineering,north-dakota,engineering,high-school,0
north-dakota/graduate/engineering,north-dakota,engineering,mba,0
north-dakota/phd/engineering,north-dakota,engineering,phd,0
north-dakota/community-college/engineering,north-dakota,engineering,community-college,0
north-dakota/trade-school/engineering,north-dakota,engineering,trade-school,0
north-dakota/high-school-senior/engineering,north-dakota,engineering,high-school-senior,0
north-dakota/undergraduate/computer-science,north-dakota,computer-science,undergraduate,0
north-dakota/graduate/computer-science,north-dakota,computer-science,graduate,0
north-dakota/high-school/computer-science,north-dakota,computer-science,high-school,0
north-dakota/graduate/computer-science,north-dakota,computer-science,mba,0
north-dakota/phd/computer-science,north-dakota,computer-science,phd,0
north-dakota/community-college/computer-science,north-dakota,computer-science,community-college,0
north-dakota/trade-school/computer-science,north-dakota,computer-science,trade-school,0
north-dakota/high-school-senior/computer-science,north-dakota,computer-science,high-school-senior,0
north-dakota/phd/nursing,north-dakota,nursing,phd,0
north-dakota/community-college/nursing,north-dakota,nursing,community-college,0
north-dakota/trade-school/nursing,north-dakota,nursing,trade-school,0
north-dakota/phd/arts,north-dakota,arts,phd,0
north-dakota/community-college/arts,north-dakota,arts,community-college,0
north-dakota/trade-school/arts,north-dakota,arts,trade-school,0
ohio/phd/engineering,ohio,engineering,phd,0
ohio/community-college/engineering,ohio,engineering,community-college,0
ohio/trade-school/engineering,ohio,engineering,trade-school,0
ohio/high-school-senior/engineering,ohio,engineering,high-school-senior,0
ohio/undergraduate/computer-science,ohio,computer-science,undergraduate,0
ohio/graduate/computer-science,ohio,computer-science,graduate,0
ohio/high-school/computer-science,ohio,computer-science,high-school,0
ohio/graduate/computer-science,ohio,computer-science,mba,0
ohio/phd/computer-science,ohio,computer-science,phd,0
ohio/community-college/computer-science,ohio,computer-science,community-college,0
ohio/trade-school/computer-science,ohio,computer-science,trade-school,0
ohio/high-school-senior/computer-science,ohio,computer-science,high-school-senior,0
ohio/community-college/nursing,ohio,nursing,community-college,0
ohio/trade-school/nursing,ohio,nursing,trade-school,0
ohio/community-college/arts,ohio,arts,community-college,0
ohio/trade-school/arts,ohio,arts,trade-school,0
oklahoma/phd/engineering,oklahoma,engineering,phd,0
oklahoma/community-college/engineering,oklahoma,engineering,community-college,0
oklahoma/trade-school/engineering,oklahoma,engineering,trade-school,0
oklahoma/high-school-senior/engineering,oklahoma,engineering,high-school-senior,0
oklahoma/undergraduate/computer-science,oklahoma,computer-science,undergraduate,0
oklahoma/graduate/computer-science,oklahoma,computer-science,graduate,0
oklahoma/high-school/computer-science,oklahoma,computer-science,high-school,0
oklahoma/graduate/computer-science,oklahoma,computer-science,mba,0
oklahoma/phd/computer-science,oklahoma,computer-science,phd,0
oklahoma/community-college/computer-science,oklahoma,computer-science,community-college,0
oklahoma/trade-school/computer-science,oklahoma,computer-science,trade-school,0
oklahoma/high-school-senior/computer-science,oklahoma,computer-science,high-school-senior,0
oklahoma/phd/nursing,oklahoma,nursing,phd,0
oklahoma/community-college/nursing,oklahoma,nursing,community-college,0
oklahoma/trade-school/nursing,oklahoma,nursing,trade-school,0
oklahoma/phd/arts,oklahoma,arts,phd,0
oklahoma/community-college/arts,oklahoma,arts,community-college,0
oklahoma/trade-school/arts,oklahoma,arts,trade-school,0
oregon/phd/engineering,oregon,engineering,phd,0
oregon/community-college/engineering,oregon,engineering,community-college,0
oregon/trade-school/engineering,oregon,engineering,trade-school,0
oregon/undergraduate/computer-science,oregon,computer-science,undergraduate,0
oregon/graduate/computer-science,oregon,computer-science,graduate,0
oregon/high-school/computer-science,oregon,computer-science,high-school,0
oregon/graduate/computer-science,oregon,computer-science,mba,0
oregon/phd/computer-science,oregon,computer-science,phd,0
oregon/community-college/computer-science,oregon,computer-science,community-college,0
oregon/trade-school/computer-science,oregon,computer-science,trade-school,0
oregon/high-school-senior/computer-science,oregon,computer-science,high-school-senior,0
oregon/community-college/nursing,oregon,nursing,community-college,0
oregon/trade-school/nursing,oregon,nursing,trade-school,0
oregon/community-college/arts,oregon,arts,community-college,0
oregon/trade-school/arts,oregon,arts,trade-school,0
pennsylvania/phd/engineering,pennsylvania,engineering,phd,0
pennsylvania/community-college/engineering,pennsylvania,engineering,community-college,0
pennsylvania/trade-school/engineering,pennsylvania,engineering,trade-school,0
